v1,v2
spam,"Hi DERRYL NESSIE G., Experience the highest-winning JILI SLOTS game now on Google APP! Redeem FREE PHP33 and win your Jackpot. Download now at vip8wclub.com/PusoySabong or search Winner Club at Play Store ."
ham,"Awesome! You can now enjoy 1 GB VIDEO EVERY DAY for YouTube, NBA
 TV & MORE + 1 GB + Unli Allnet Texts for 3 days with GIGA VIDEO 50."
ham,Enloooo usto mo daw ba sunduin ka namin? 0.0 papunta kasi kami town ngayon 0.0
ham,Thank u
spam,"amrmichael67@gmail.com, Contact me let's talk please."
ham,"We've cooked up something special for you! For a limited time, enjoy only P1 service fees when you borrow up to P10 load or promos in the LOANS menu. Just dial *143# and choose LOANS to see all offers. This can be paid on your next load top-up of P11 (P10 and P1 service fee) or more."
ham,"You have sent PHP 275.00 of GCash to LUIS JAROD DE LUNA 09156589039 on 05-02-2022 12:06 AM. Your new
 balance is PHP 153.38. Ref. No. 5004373542288"
ham,"Your package FLPHM000004560795 is out for delivery. Please prepare COD payment of 300.85 PHP, your rider is 09631525939. THANK YOU!"
ham,Done na meee 0.0 tambay me muna starbucks AHAHAHA
ham,"284399 is your authentication code. For your protection, do not share this code with anyone. yyAfcYn/qSW"
spam,"ZOREN NATHANIEL Y., It never too late to join here in SBET, and still have a chance to win a lot of prizes PLUS the UNLIMITED REBATE ANYTIME UP TO 1.5%
 sbetphsabong.com/SABONGFIGHT"
ham,Dioore pabili ng princess 1 kilo bayaran ko na lang dito. Thank u.
ham,Your data subscription will expire in 24 hours. Dial *123# or TRY the NEW GigaLife App to get your favorite GIGA promo! https://onelink.to/GigaLifeApp
ham,apakagara nung taxi
ham,oo anak
ham,"Hi there! We have a GoLEARN&WORK freebie, just for you. Here's free 1GB access to YouTube Learning, Google Suite, Wikipedia, Coursehero, Canva, Zoom, WhatsApp, Telegram and Spotify valid till 2021-08-22, 21:33:30."
ham,Your data subscription has expired. Redeem your favorite GIGA promo with your GigaPoints in the GigaLife App! smrt.ph/GigaLifeApp
ham,"You have enough Globe Rewards points to redeem extra 1GB for surfing, valid for 1 day. Redeem SURF1GB via glbe.co/GRewardsApp"
ham,"GigaMania may be ending soon, but you're about to get DOUBLE the fun on GigaLife! Find out by getting the latest version with this FREE 100 MB. Stay tuned! smrt.ph/GigaLifeApp"
ham,"You have received P1500.00 of GCash from LANDBANK / OFBank with account ending in 7675. Your new balance is P1517.72 01-21-22 02:39 PM. Ref. No. 3003302592191. Use
 now to buy load, purchase items, send money, pay bills and a lot more!"
ham,"Your payment of P379.97 to VALVE CORPORATION has been successfully processed on 01-01-22 09:01:09 PM.
 Ref. No. 587033037"
spam,"Your employment CV sent to the POEA has been approved, Click for Details: https://bit.ly/3x6ss92. and you can get 4368/day."
ham,"Hey! It's been a minute! We've got a FREEBIE for you! Avail your fave MAGIC DATA 399 and get FREE 100
 Allnet Calls + 100 Allnet Texts for 3 days Get it NOW 'til 12-December-2022 ONLY!"
ham,"You have paid P50.00 of GCash to purchase Giga Video 50 for 09280536997 on 06-24-22 08:49 AM.
 Your GCash balance is P232.73. Ref. No. 327813541."
ham,"Hello po doc! Pwede po magpalista para sa sabado? (November 19, 2022) Si Davyne Gabriel po pala ito, salamat doc! 😁"
ham,You missed out on CashBack! Buy a GIGA promo (P99 & up) to get CashBack. Use the GigaLife App to earn MORE to redeem MORE! smrt.ph/GigaLifeApp
ham,"For only 50 points, redeem while safe at home a P500 GCash voucher for Shell fuels or a P100 GrabCar voucher via glbe.co/GRewardsApp today only. Per DTI Fair Trade Permit No. FTEB- 113606 Series of 2021. Points earned in 2020 will expire today March 31, 2021."
ham,Don’t miss out! Get a Maya card with your Maya @username + P20 gift when you bank with Maya. Visit the Maya website now for more details ⚡
ham,10Nov04:46 PM Load Balance: P0.00 Magic Data (No Expiry) MB: 1330.25 GigaPoints: 10.00
ham,Ohhhh I see sige save ko na lang number xD
ham,"Hi there! We previously advised you about our scheduled network maintenance activity on May 19, 2021 from 12:00 PM - 3:00 PM. We wish to inform you that the activity won't push through as planned. We'll let you know again if we'll proceed at a later date.
 Thank you for your understanding."
ham,"Your Fund Transfer of PHP1,975.00 to GCASH account ending in 2475 was SUCCESSFUL. Call (+632) 8405-7000
 for any discrepancy."
ham,"Hi! As of 02/13/22 09:46, you still have 13.65MB left on your mobile data promo. Go for more with Go90 and enjoy 8GB for all sites valid for 7 days. Access the GlobeOne app at https://glbe.co/globe-one to register."
ham,"You have sent PHP 88.00 to NI*K PA*L A. 09399595892 on 10-20-2022 01:25
 AM. Your new balance is PHP 1251.00. Ref. No. 4006385719325."
spam,http://0gom5p.com
ham,remind mommy ng kumori cake
ham,maam sir Ninja Van delivery po san po kayo dto sa vesta verde
ham,Sure ka daw ba na isa lang yung malaki?? 0.0 d ma daw kasama yung blue? 0.0
spam,"<Gcash name> Ito ang pinakapropesyonal at maaasahan na global currency na plataporma, napakadali mag load at magsend.https://t.co/iOCzGEe5VV"
ham,"You have sent PHP 100.00 to CE***E SA*E P. 09397865922 on 10-24-2022
 06:00 PM. Your new balance is PHP 762.00. Ref. No. 4006448733868."
ham,"You don't have to spend more to get more! For the price of your favorite promo, get additional 2GB with Super Xclusive Go50. Enjoy 7GB for all sites, unli allnet texts, and 1GB GoWiFi access, valid for 3 days for only P50! Register via GlobeOne app at https://globeone.onelink.me/ej7I/i6s2e9 xo. No advisories? Text OFF to 2686 for free."
ham,"You've used up your mobile internet from your promo. Go for more with Go+99 and enjoy 8GB data for all sites PLUS a freebie of your choice: 8GB choice of apps, GoSAVE, or GoHEALTH. Go+99 also comes with unli allnet texts, valid for 7 days.
 Access the New GlobeOne app at https://glbe.co/NewGlobeONE to register."
ham,"NEVER SHARE THIS TO ANYONE.
 Your OTP is 902028 for Fund Transfer amounting to PHP500.00. Ref No: 5448"
ham,"Your payment of P159.00 to Google has been successfully processed on 03-25-22 09:55:38 AM. Ref. No.
 353563796"
spam,"Ready to checkout this 12.12? Cash In to your Lazada Wallet for the first-time with PayMaya and get 10% cashback! For upgraded users only. Valid til Dec. 31. DTI32989
 http://pymy.co/declazwallet for T&Cs."
ham,"You are now registered to Go50. Enjoy 5GB data for all sites, unli allnet texts and 1GB GoWiFi. Valid till 2022-09-26, 23:32:54."
ham,Your SURF1GB subscription has expired. The regular browsing rate will now apply unless registered to a promo. Register again to a surf promo to enjoy consumable mobile internet for surfing and more! Check the New GlobeOne app at glbe.co/NewGlobeONE for a list of available rewards.
ham,Your Unli Allnet Calls will expire in 60 minutes.
ham,You have paid P395.00 of GCash to Kumori SM Cty Baguio on 12-25-22 10:01:22 PM. Ref. No. 489030275.
ham,"NDRRMC: (3:05AM, 28Jul22) Isang
 Magnitude 5.1 na lindol ang naganap sa Suyo, Ilocos Sur kaninang 2:43AM. Aftershocks ay inaasahan."
ham,"Join Globe Prepaid's GoDEALS Raffle Promo! Just register to any Go+ promo and get a chance to win up to P150,000 GCash plus a 5G smartphone. Promo runs until September 12, 2022. Raffle draw scheduled on September 14, 2022. Access the New GlobeOne app at https://glbe.co/NewGlobeONE to register to Go+. No advisories? Text OFF to 2686 for free."
ham,You have fully consumed your VIDEO EVERY DAY today. !!Want DOUBLE GIGA? Use *123# or smrt.ph/GigaLifeApp!
ham,Nuuuuu T^T
ham,"You have been successfully loaded GO50 P50.00. Trace No: 173899899
 03/20/2021 02:23PM. More Globe/TM txt promos? INFO to 8080 4 free"
ham,Sir d2 ako harap flotsam
ham,Oki okiiii baka uuwi na kasi ako (half day lang kami ngayon foundation day kasi)
ham,"Hello, it’s Boto Pilipino! Gentle reminder that we have 48 days left to register for the 2022 elections, and that the
 deadline is on September 30! 🇵🇭 Voters registration is still currently suspended in areas under ECQ/MECQ, but you can join our Telegram channel to remain updated as to when offices open again: https://t.me/magparehistroka Don’t hesitate to message us on Facebook or Instagram @botopilipino, or email us at botopilipino@gmail.com if we can help you in any way! If you’ve already registered, please feel free to reply and let us know! This can be done quickly and safely. Let’s work together in increasing the number of registered voters! 💖"
ham,"You have earned 1 point/s. Your total rewards point/s as of today is 4.6.
 Points earned in 2021 are only valid for redemption until 03/31/2022. Check the New GlobeOne App at https://glbe.co/NewGlobeONE to know the list of items you can redeem using your points."
ham,"Den,Dioore Tapos na ba kayo? Matagal pa ba daw?"
ham,Owkayyyyy 0.0
spam,DERRYL NESSIE G.! Join now in W+ the most Popular ONLINE GAMING here in PHILIPPINES! and got the chance to win a lots of cash prizes. Click the link below to register! w8premyo.com/8888WIN
spam,[BDO-Advisory]: Your Account has been Blocked. You need to update your account to continue our services. Click Here to Update: www.csonlinebdo-update.online
spam,"Legal online betting site, Sabong and slot machines! Fast cash out. Click the link to register! ! Claim your bonus now https://bit.ly/6vCnboP Ga4h"
ham,"This Mother's Day, use your points to say ""Sagot Kita, Mama!"" Surprise her with treats from GrabFood, items from ZALORA, edamama, and many more. Redeem special treats for your mom via glbe.co/GRewardsApp until May 9, 2021. Per DTI Fair Trade Permit No.
 FTEB-110920 Series of 2020."
ham,"Wohoo, lucky you! You get FREE unli texts to all networks and unli calls to GP/TM, valid for 1 day when you load at least P65 before 12/22/2022. Share- A-Load not included. REF#: FGTU2"
ham,"GSave! Enjoy a 4% p.a. interest rate for a minimum monthly deposit of P500 until Feb. 28, 2021. Please visit www.gcash.com/special-4-interest-rate- youth-promo/ for more details. No advisories? Tap go.gcash.com/optout."
ham,"You have received PHP 768.00 of GCash from MI****L AD***N J.
 09292764046 w/ MSG: . Your new balance is PHP 1204.00. Ref. No. 0007064455181."
ham,Naka withdraw kan?
ham,Redeem your favorite GIGA promo with your GigaPoints in the GigaLife App! smrt.ph/GigaLifeApp
ham,"Hi! As of 12/03/22 10:10, you still have 99.85MB left on your mobile internet promo. Go for more with Go+99 and enjoy 8GB data for all sites PLUS a freebie of your choice: 8GB choice of apps, GoSAVE, or GoHEALTH. Go+99 also comes with unli allnet texts, valid for 7 days. Access the New GlobeOne app at https://glbe.co/NewGlobeONE to register."
ham,Hatdog kala ko nagpapahinga ka? Anu ba talaga ><
ham,G-973795 is your Google verification code.
ham,"You have sent PHP 500.00 of GCash to RUSSEL JOHN BROQUEZA 09082724808 on 04-05-2022 07:59
 PM. Your new balance is PHP 626.01. Ref. No. 5004087888907"
ham,17Sep12:51 PM Regular Load: P17.00 Exp: 07Sep2023 01:48PM Magic Data (No Expiry) MB: 35315 GigaPoints: 10.00
ham,Malapit na kami sa abanao square 0.0
ham,"Hi there! We have a GoLEARN&WORK freebie, just for you. Here's free 1GB access to YouTube Learning, Google Suite, Wikipedia, Coursehero, Canva, Zoom, WhatsApp, Telegram and Spotify valid till 2022-12-11, 02:16:18."
ham,Rts? Ano po?
ham,"You've used up your mobile internet from your promo. Go for more with Go+99 and enjoy 8GB data for all sites PLUS a freebie of your choice: 8GB choice of apps, GoSAVE, or GoHEALTH. Go+99 also comes with unli allnet texts, valid for 7 days.
 Access the New GlobeOne app at https://glbe.co/NewGlobeONE to register."
ham,"Your payment of P749.00 to Riot Games has been successfully processed on 04-18-22 01:56:46 AM.
 Ref. No. 675023192"
ham,Sige
ham,Oh okay thank you
spam,Enjoy 67% OFF Best Quality Multi-Function 4-in-1 Non-Stick Pan bit./ly/ShopeeNonStickPan sa mga hindi nakaabot ng 8.8 SALES dito nalang kayo habol dali! Shop now
ham,07Jul12:28 AM Load Balance: P0.00 Magic Data (No Expiry) MB: 20
ham,"Hello. Nag-message na ako sa lahat ng need mag-send ng e-card at ais nila sa akin through discord. Pa-check na lang.
 :)"
ham,Mineral po
ham,"You have received PHP 250.00 of GCash from CELINE SAGE PERIDAS
 09397865922 w/ MSG: . Your new balance is PHP 361.00. Ref. No. 0004325419035."
ham,"Get a chance to win P20K, P50K or P100K worth of GCash in GChance The Raffle! Redeem 1 raffle entry for 1 Rewards point via the New GlobeOne App glbe.co/NewGlobeONE. Per DTI Fair Trade Permit No. FTEB-138167, Series of 2022. Points earned in 2021 will expire on March 31, 2022"
ham,"Get more out of your promo for just an additional P9. Enjoy FREE 2GB or FREE additional 1 day validity with Super Xclusive Go+99. Get up to 10GB for all sites, 8GB for your choice of apps, plus a voucher for Lazada, Shopee, ZALORA or Rappit, and unli allnet texts, valid for up to 8 days, for only P99! Register via GlobeOne app at https://globeone.onelink.me/ej7I/G1SM
 S. No advisories? Text OFF to 2686 for free."
spam,"114-9Y opening ceremony, Download the app and get 38 for free. There are 66 bonuses per  day, Recharge over 100 to send 200 google search 9y94,com Can get 3 activities at the same time, 1X rollover"
ham,1 parcel(s) from Ninja Van is on delivery to you. Please prepare cash amount of ₱ 531.48.
spam,Up T0 5K PHP Wel-c0m BO1n'u.s with 24/7 CA*s-h In/O.ut http:// abgaming.quest/7Qk W/i/N BlG C.'@.S*'H  NOW!
ham,"Your payment of P125.00 to Google has been successfully processed on 05-16-21 11:51:23 AM. Ref. No.
 342494803 Tap
 https://gcashapp.page.link/KbWv to check if you can enable GCredit, your always-ready credit line, as backup for your future online payments with GCash."
ham,Hi EMMANUEL! Thank you for your interest in GInvest! We have sent your details to ATRAM Trust Corp. We will notify you via email and SMS once your registration has been approved.
spam,"OMGGG!!! CELINE SAGE P.,
WinningPlus have SAMSUNG 55""QLED 4KQ60B smart TV
Giveaway! Register & Deposit now! GET20 wplusp8.com"
ham,"J&T DELIVERY!TN: 781369896761
 Rider:Joe Mark Regasa639294836178. For COD pls prepare exact amount.
 Photo proof of delivery is required. Thanks and be safe!"
ham,2k for both 1k each po. 😊
ham,"Heyoooo! WELCOME BACK! I hope nasulit niyo ang ""2 week break"" haha. I also hope binasa niyo yung mga latest post sa physics-73-intercom sa Discord server natin. O:)"
ham,"Hi! We wish to inform you that we'll be conducting a network maintenance activity in your area on May 19, 2021 from 12:00 PM - 3:00 PM. During the activity, our call, text and browsing services may be temporarily unavailable. We're sorry for the inconvenience. Rest assured that we'll try to finish the activity on time and restore our services as soon as possible. Thank you for your understanding."
ham,Your GoSURF has expired. Go for
spam,"ZOREN NATHANIEL Y., Test your
Luck here at KT777! Spin the Lucky Wheel to Win an iPhone 14 or PHP100,000!! Sign up now kt777ad10.com"
ham,"Enjoy Globe Prepaid's only UNLI offer! Get UNLI access to your favorite apps such as Facebook, Instagram, TikTok, and more with the Super Xclusive UnliGo offers in the New GlobeOne app. Choose UnliGo149 to get 5GB + UNLI GoSHARE for 7 days, or UnliGo299 to get 10GB + UNLI GoSHARE for 15 days. Get these promos only in the New GlobeOne app! Access the app at https://glbe.co/NewGlobeONE to register. No advisories? Text OFF to 2686 for free."
spam,"CELINE SAGE P. ,Congratulations on getting the JACKPOTCITY VIP bonus and promotion! Sign up now and get 20P and 5000CASH for free! jackpotcityph.com"
ham,"696304 is your authentication code. For your protection, do not share this code with anyone. yyAfcYn/qSW"
ham,"You're now registered to SURF100MB! Enjoy 100MB for surfing valid until 2022-02-14, 07:01:21. To check status, text SURF100MB STATUS to 8080. To
 stop, text SURF100MB STOP to 8080. Data charges apply once SURF100MB is used up."
ham,Your One-Time PIN (OTP) for LANDBANK Mobile Banking is 973781.
ham,14Jul01:11 PM Regular Load: P16.00 Exp: 14Jul2023 02:29AM Unli Allnet Texts Exp: 15Jul2022 02:35AM Shareable Data MB: 93 Exp: 15Jul2022 02:35AM
ham,Your payment of P817.36 to Steam has been successfully processed on 12-26- 22 11:36:46 PM. Ref. No. 589211565
ham,"<#>The OTP code to link your device is 050770. REMINDER: GCash
 representatives will never ask for this code. Do not share it with anyone. yyAfcYn/qSW"
ham,"NEVER SHARE THIS TO ANYONE.
 Your OTP is 736360 for Fund Transfer amounting to PHP20,000.00. Ref No: 2126"
spam,"WARNING ! WANTED PERSON!!!

Makikisuyo po ako na Pakisabi sa putang inang taong ito at sa pamilya niya 

Micheal vito borras jimenez
09298469873

na BAYARAN NIYA itong utang niya dito sa company namin.

Huwag kamu siya magtago dahil sobrang laki ng UTANG niya dito. Di namin siya titigilan hanggat di yan makipag coordinate sa amin.

Pwede ka namin kasuhan dahil isa ka sa ginawa niyang contact reference at may sinubmit ka dito na I’D with signature.

Kahit ibalik nalang niya ang principal amount or mag partial siya.

Online lending"
ham,"You are now registered to Go90. Enjoy 8GB data for all sites, unli allnet texts and 1GB GoWiFi. Valid till 2021-05-23, 20:57:57."
ham,GigaDays never stops! Redeem promos at a DISCOUNT every 19th- 22nd on smrt.ph/GigaLifeApp More Points? Get 5X more if you load / subscribe P99 & up on GigaLife.
ham,"You have sent PHP 1000.00 of GCash to ROLAND JASON RODRIGO 09611159572 on 06-28-2022 08:05 PM.
 Your new balance is PHP 223.73. Ref. No. 3004976709782"
ham,You have earned 1 point/s. Your total rewards point/s as of today is 14.99. Points earned in 2021 are only valid for redemption until 03/31/2022. Check the New GlobeOne App at https://glbe.co/NewGlobeONE to know the list of items you can redeem and partner stores where you can use your points as cash.
ham,Get cashback when you cash in! Get started on PayMaya by cashing in and get a FREE P20 voucher. Limited promo only! Tap https://www.paymaya.com/app/addmon ey to join.
ham,"Hi there! We have a GoLEARN&WORK freebie, just for you. Here's free 1GB access to YouTube Learning, Google Suite, Wikipedia, Coursehero, Canva, Zoom, WhatsApp, Telegram and Spotify valid till 2021-10-07, 11:19:21."
ham,pabili ice coffee thanks (◍•ᴗ•◍)
ham,Your Shareable Data has expired. Discover MORE promos on the GigaLife App and get MORE points to redeem FREE promos! smrt.ph/GigaLifeApp
ham,"Awesome! You can now enjoy 1 GB VIDEO EVERY DAY for YouTube, NBA
 TV, iWantTFC, Cignal Play (Total 7 GB)
 + 2 GB for 7 days with GIGA VIDEO 99."
spam,"ZOREN NATHANIEL Y.
 ,Congratulations on getting the JACKPOTCITY VIP bonus and promotion! Sign up now and get 20P and 5000CASH for free! jackpotcity777.com"
ham,"Trouble managing your Smart Bro device or Prepaid Home WiFi router? Ran out of load or data? Worry no more as the GigaLife App makes it easy and simple! Add load and sign up to promos with a swipe! Also get exclusive access to the best promos! Get the GigaLife App now, it's FREE to use! smrt.ph/GigaLifeApp"
ham,Ok
ham,You don't have enough balance to complete your payment of P129.00 to Google. Use GCredit or Cash-In to increase your balance and try again.
ham,Your Shareable Data will expire in 60 minutes. Discover MORE promos on the GigaLife App and get MORE points to redeem FREE promos! smrt.ph/GigaLifeApp
ham,ED MATTHEW B.! 8888 Bonus will get at W+ Halloween welcome treats! And a chance to win a Million cash! Sign up and play here w42u . com
ham,"Hi, EMMANUEL! We have an EXCLUSIVE Personal Loan offer just for you! Borrow up to PHP 100,000 at 0% interest payable in 1 year. Apply on the CIMB Bank PH App now! T&C apply. Valid until 12/31/2021. Tap to learn more: bit.ly/3jzKyJf No SMS? Text STOP<space><Last 4 digits of acct num> to 09191611291"
spam,dm me mranc5544@outlook.com
ham,"Here's a gift that can give protection and care for your loved ones. With GoHealth Max 35, you can enjoy coverage of up to P20,000 from Pacific Cross for accidents and illnesses such as cancer, pneumonia, and more. You'll also get free 24/7 telehealth consultation from KonsultaMD, valid for 3 months. To register, text GHM 35 to 8080, or access the New GlobeOne app at https://glbe.co/globe-one and select Offers > GoHealth Max. Also available in GHM 75 and GHM 105. No advisories? Text OFF to 2686 for free."
ham,"Your GoUNLI20 has expired. Keep on going for longer with GoUNLI30! Enjoy unli allnet calls & texts, and 100MB, valid for 2 days for only P30! Just register via GCash https://go.gcash.com/app or via GlobeOne app https://globeone.onelink.me/ej7I/G1SM S."
ham,Twitch security code: 7103453
ham,"Your Fund Transfer of PHP100.00 to GCASH Instapay account ending in 1222 was SUCCESSFUL. Call (+632)
 8405-7000 for any discrepancy."
ham,You're trying to access sites not included in your promo OR haven't subscribed to one yet.
ham,"Like, share, and capture Facebook, IG, or TikTok posts with SURF100MB. Keep the trend going with 100MB data valid for 1 day! Just dial *143# to redeem or download the GlobeOne app now at glbe.co/GLBOne and get as much as 10 points within 24 hours. You have 13 point/s as of Oct. 12, 2022."
spam,"[Name]Ang 56P ay kaya kumita ng 20,000, dito sa https://fxtrade.onelink.me/OCGP/6b4b1e9d"
ham,"Welcome the New Year with #GigaDays! Load, earn GigaPoints & get 50% OFF rewards this 19th-22nd! Like surprises? Open smrt.ph/GigaLifeApp at 9:19am tomorrow!"
ham,24Oct06:14 PM Regular Load: P1.00 Exp: 07Sep2023 01:48PM Magic Data (No Expiry) MB: 86.82 GigaPoints: 10.00
ham,"You have paid P50.00 of GCash to purchase Go50 for Students for 09568301222 on 08-19-21 09:33 PM.
 Your GCash balance is P785.50. Ref. No. 391818481."
ham,"Keep in touch with your loved ones with 100MB data with access to ALL sites and UNLIMITED calls! Promo valid for 1 day for only 4 Rewards points. You have 5 point/s as of May 9, 2022.
 Redeem now via the New GlobeOne app at glbe.co/NewGlobeONE."
ham,"It's Lakers vs Mavs on NBA Christmas Day! Stream it LIVE on the Smart LiveStream App on Dec 26, 3:30AM when you subscribe to POWERALL 99: smrt.ph/livestream"
ham,nay pacash in ka nga po 150 babayaran ko po pagdating mooo
ham,Hmmmm well lowbat ka and stuff so idk ano pang gusto mong gawin sksksk
ham,You have received PHP 900.00 of GCash from HE***A PH*****E M. 09452615265 w/ MSG: . Your new balance is PHP 901.00. Ref. No. 9007024645390.
ham,"You have earned 1 point/s. Your total rewards point/s as of today is 1.6.
 Points earned in 2021 are only valid for redemption until 03/31/2022. Check the New GlobeOne App at https://glbe.co/NewGlobeONE to know the list of items you can redeem and partner stores where you can use your points as cash."
ham,Teh may kasalanan ako HAHAHAHAHAHAHAA NASIRA KO YUNG BRAID
ham,Iniwan ko po sa tindahan..
ham,Your Shareable Data has expired.
ham,Yuzzz EHEHEHEHE 0.0 sorry dito muna at naglag ang messenger ko ><
ham,Crazy Baraha P1399 waiting for you. UrL: biggog.live GO Lucky .
ham,"NEVER SHARE YOUR OTP OR USE
 IT IN ANY LINK. There is a request to update your e-mail address linked to your GCash account. To update your e- mail, your OTP is 347630. If you DID NOT make this request, please ignore this message."
ham,"GoCREATE now in the New GlobeOne app! Choose your promo validity, data for all sites, data for your choice of apps, and have an option to add allnet calls. PLUS get free allnet texts for every GoCREATE registration!
 GoCREATE is exclusive to Globe Prepaid customers. Download the app via https://glbe.co/NewGlobeONE. No advisories? Text OFF to 2686 for free."
spam,"Hi No degree required, Apply for Part/Full Time Job in just one minute. Get registered and start income of peso 7000/day. add Whatsapp:wa.me/639678665711"
ham,Claim your FREEBIE of 350MB for surfing valid for 3 days now! Simply load a total of P50 before 09/28/2021. Share-A-Load not included. REF#: DGR64
ham,"Earn up to 30 Globe Rewards points when you top Hexagon Fall, Cut the Fruit, or Stick Monkey on GoGAMES! Log in to the GlobeOne app via https://globeone.onelink.me/ej7I/G1SM S and check out the Games tab. Use your prepaid account to compete with other players and win points. Visit https://www.globe.com.ph/help/prepaid/ gogames.html for more info. Per DTI Fair Trade Permit No. FTEB-151544, series of 2022. No advisories? Text OFF to 2686 for free."
ham,chai po
ham,"You have paid P50.00 of GCash to purchase GIGA VIDEO 50 for 09280536997 on 07-01-22 12:02 PM.
 Your GCash balance is P24.73. Ref. No. 333458593."
ham,Off line daw po
ham,Get your finances back on track this 2021! Plan your financial goals with AIA Philam Life’s Liv Financial Needs Calculator and get a chance to win an iPad Air! Click here for the promo details: https://bit.ly/3ssdneQ
ham,Naka withdraw kan?
ham,"You have received P5000.00 of GCash from LANDBANK / OFBank with account ending in 7675. Your new balance is P5147.27 12-12-21 02:18 PM. Ref. No. 3002937174021. Use
 now to buy load, purchase items, send money, pay bills and a lot more!"
spam,"Welcome to LUCK9, big bonus in 2023, free 320P https://lucks8.com/8X5VJ"
ham,"You have received PHP 110.00 of GCash from CE***E SA*E P.
 09397865922 w/ MSG: . Your new balance is PHP 230.00. Ref. No. 0006783110860."
ham,"Get more with your P90! With GoEXTRA90, you get 9GB of all access data, unli calls & texts for 7 days. Download the GCash app at https://go.GCash.com/app and register now! No advisories? Text STOP to 2682 for free."
ham,"We just extended the CIMB Bank Loan Loyalty program to June 30, 2022! Get up to 30% interest rebates on your loan. T&Cs apply. Visit our website to learn more. No SMS? Text STOP<space><Last 4 digits of acct num> to 09191611291"
ham,"Hi there, it’s Boto Pilipino! Nagparehistro ka na ba? There are 2 months left until the voter registration deadline on September 30!!! Please feel free to message us on Facebook or Instagram @botopilipino, or email us at botopilipino@gmail.com if we can help you in any way! If you’ve already registered, please feel free to reply and let us know! If you’ve been looking for a sign to get registered, eto na! Let’s
 strengthen the youth’s vote together 🇵🇭
 💖"
ham,kung hindi mababago yumg histopath gaya ng nakaraan mga hanggang 2pm lang ata exam ko bukas
ham,"306243 is your authentication code. For your protection, do not share this code with anyone. yyAfcYn/qSW"
ham,"Can't have too much of a good thing! Register to any of your favorite promos like Go50, and stay connected. Text GO50 or your chosen promo keyword to 8080. REF#: FGGRW67"
ham,Ehhhhh >< message ka lang ><
ham,Balak ko umuwi after bumili na lang ng kape ><
ham,"#GigaDays is still on this MONTH! Load, earn GigaPoints & get DISCOUNTED rewards this 19th-22nd! Like surprises? Visit smrt.ph/GigaLifeApp at 9:19am!"
ham,Apple Store: Today's the day. Items in order W993037282 should be delivered today. For more info: https://www.apple.com/s/ac4K3B1N4N
ham,Hmm sge ikaw bahala 0.9
ham,"You have a total of 52.7 Globe Rewards point/s. Here's your points breakdown with expiry dates.
 REGULAR: 40.9 point/s on 04/01/2021
 11.8 point/s on 04/01/2022 Download the Globe Rewards app via http://glbe.co/GRewardsApp to know the list of offers you can redeem and partner stores where you can use your points as cash."
ham,"InstaPay is here! Now you can enjoy FREE and real time cash-in, Personal Loan and REVI Credit payments, and transfers to and from your CIMB Bank savings account. Visit our website to learn more. Open the all-new CIMB Bank PH app and experience hassle- free transactions now!"
ham,Ndi naaaa asa asin na kamiiii :<
ham,"Get up to PHP 100K comprehensive coverage to be financially protected in case of vehicle damage to others with MyCTPL Mate via GInsure! To know more, tap http://go.gcash.com/FPGMyCTPLMate. No advisories? Tap go.gcash.com/optout"
ham,802601 is your verification code. Use in 10 mins.
spam,"DEAR VIP, ZOREN NATHANIEL Y.!
 Double the value you spend! With games that make it easier to win! Over 1000+ games! win up to Php. 88,000 cash! Register now and claim your FREE 100 COINS! sbetphnow.com/SABONGFIGHT"
ham,Dito nga ako bgh kinuha result xray. Papunta na ako sm
ham,"Get P10 Balik Bayad voucher every time you transfer funds from PayMaya to other banks via InstaPay! Promo runs from March 6-31, 2021! DTI- FTEB114808, S2021 FreeInfoMsg."
ham,"You have received PHP 25.00 of GCash from JU**S LO****O P.
 09662192977 w/ MSG: . Your new balance is PHP 986.00. Ref. No. 4007241383364."
ham,"You have paid P20.00 of GCash to purchase Php 20 load for 09568301222
 on 06-29-22 02:49 PM. Your GCash
 balance is P74.73. Ref. No. 331894149."
ham,"You have sent PHP 50.00 of GCash to ANGELICA HUNWICK 09953112558
 on 04-24-2021 09:36 PM. Your new
 balance is PHP 1509.44. Ref. No. 5001221518631"
ham,You're trying to access sites not included in your promo OR haven't subscribed to one yet.
ham,Tawag po ako
ham,"Having some trouble with your Netflix payment. We'll try again, but you may want to update your payment: netflix.com/payment"
ham,No GCash si seller? No worries! Do Bank Transfers to enjoy safe and easy shopping via GCash instead of your main bank accounts. Transfer to any of our 50+ partner banks by tapping Bank Transfer in your GCash app today!
ham,"Matt, nandyan si Daddy"
ham,"You are now registered to Go50. Enjoy 5GB data for all sites, unli allnet texts and 1GB GoWiFi. Valid till 2021-12-08, 20:56:25."
ham,Emman walang youth service
spam,"Get PHP 50 on us! Just cash-in and maintain a balance of at least PHP 500 in your account until December 31, 2022. Visit our website to learn more. Per DTI Fair Trade Permit No. FTEP- 156430 series of 2022. No SMS? Text STOP<space><Last 4 digits of acct num> to 09191611291"
ham,"26Jul03:36 PM Regular Load: P5.50 Exp: 18Dec2021 09:13AM GigaPoints: 13.86 Exp: 24Apr2022 07:28PM
 Shareable Data MB: 600.38 Exp: 31Jul2021 02:47PM"
